animal_id,species,breed,age_years,sex,weight_kg,activity_level,diet_type,daily_calories,protein_percent,fat_percent,previous_diseases,region,avg_temperature_c,humidity_percent,rainfall_mm,air_quality_index,local_outbreak_risk_index,symptoms_current,predicted_disease,prediction_date,vet_recommended_action
5291,Rabbit,Netherland Dwarf,12.8,F,6.9,Low,Mixed Diet,1947.0,34.0,19.1,Ear Infection,"Maharashtra, India",25.0,66.6,143.4,76.6,0.39,Loss of Appetite,None,2025-10-08,Routine Checkup
5292,Rabbit,Netherland Dwarf,0.8,F,8.1,High,Raw + Veg Mix,2025.0,26.6,17.5,Arthritis,"Gujarat, India",31.6,43.9,99.0,79.1,0.32,None,None,2025-10-11,Routine Checkup
5293,Dog,Beagle,2.1,F,33.7,Low,Dry + Wet Mix,1407.0,33.4,14.0,Arthritis,"Tamil Nadu, India",32.8,66.5,178.0,51.4,0.19,None,None,2025-10-03,Routine Checkup
5294,Rabbit,Holland Lop,10.1,M,3.5,Medium,Commercial Kibble,829.0,20.6,12.0,Ear Infection,"Tamil Nadu, India",32.2,67.9,167.0,82.2,0.31,Watery Eyes,None,2025-10-01,Routine Checkup
5295,Hamster,Syrian,7.9,M,2.4,Low,Homemade Cooked,741.0,24.1,11.8,None,"Kerala, India",26.1,81.2,328.6,53.6,0.22,None,None,2025-10-08,Routine Checkup
5296,Dog,Golden Retriever,14.0,M,6.6,Medium,Dry + Wet Mix,460.0,27.7,17.1,Respiratory Infection,"Delhi, India",32.6,54.7,81.9,288.7,0.46,None,None,2025-10-03,Routine Checkup
5297,Bird,Parakeet,8.0,M,2.9,High,Raw + Veg Mix,1592.0,31.4,14.6,None,"Kerala, India",28.9,82.3,258.6,52.0,0.2,None,None,2025-10-06,Routine Checkup
5298,Hamster,Roborovski,4.4,M,5.0,Medium,Raw + Veg Mix,1581.0,31.2,11.3,Arthritis,"Gujarat, India",31.1,49.2,118.4,135.2,0.46,None,None,2025-10-16,Routine Checkup
5299,Hamster,Roborovski,0.6,M,8.8,Medium,Mixed Diet,1783.0,26.6,11.2,None,"Kerala, India",30.3,78.2,238.9,35.9,0.38,Limping,Feline Upper Resp Infection,2025-10-02,Adjust diet: increase protein
5300,Rabbit,Holland Lop,11.4,F,11.0,Medium,Dry + Wet Mix,565.0,34.6,11.1,None,"Gujarat, India",37.3,46.8,73.0,144.5,0.48,Lethargy,None,2025-10-05,Routine Checkup
5301,Cat,Persian,5.4,F,7.6,Low,Raw + Veg Mix,876.0,25.0,18.0,None,"Kerala, India",26.9,70.0,243.5,56.6,0.28,None,None,2025-10-21,Routine Checkup
5302,Dog,Labrador,6.3,F,15.5,High,Raw + Veg Mix,2051.0,32.5,16.5,None,"Maharashtra, India",30.6,63.1,186.5,64.5,0.31,None,None,2025-10-14,Routine Checkup
5303,Hamster,Syrian,1.8,F,6.3,Medium,Homemade Cooked,1040.0,31.7,11.5,None,"Kerala, India",30.5,80.3,359.9,52.3,0.28,None,None,2025-10-11,Routine Checkup
5304,Bird,Cockatiel,9.8,F,5.2,High,Commercial Kibble,1057.0,25.2,11.5,None,"Delhi, India",29.0,59.8,72.2,176.9,0.54,Vomiting,None,2025-10-03,Routine Checkup
5305,Rabbit,Holland Lop,11.7,F,4.3,Medium,Mixed Diet,888.0,23.0,13.6,Parvovirus,"Gujarat, India",30.7,43.6,35.3,118.5,0.22,Limping,None,2025-10-03,Routine Checkup
5306,Bird,Cockatiel,13.5,F,3.8,High,Mixed Diet,1770.0,22.5,10.6,None,"Kerala, India",26.2,89.3,320.4,32.7,0.37,None,None,2025-09-24,Routine Checkup
5307,Cat,British Shorthair,6.0,F,10.8,Low,Raw + Veg Mix,1545.0,25.6,18.7,None,"Gujarat, India",33.0,58.4,116.8,142.4,0.27,Sneezing,None,2025-10-07,Routine Checkup
5308,Bird,Parakeet,6.8,M,5.4,High,Homemade Cooked,1585.0,32.5,16.0,Ear Infection,"Gujarat, India",30.9,56.8,32.4,95.2,0.3,None,None,2025-09-23,Routine Checkup
5309,Hamster,Roborovski,1.4,M,3.7,Medium,Commercial Kibble,1274.0,22.8,18.2,Arthritis,"Gujarat, India",30.9,51.4,138.9,96.1,0.24,None,None,2025-10-03,Routine Checkup
5310,Dog,Pug,5.3,F,26.4,Low,Raw + Veg Mix,644.0,29.7,14.4,None,"Delhi, India",26.4,55.6,52.9,181.3,0.4,Loss of Appetite,None,2025-10-11,Routine Checkup
5311,Rabbit,Netherland Dwarf,4.1,M,10.2,Medium,Raw + Veg Mix,579.0,34.4,16.0,Parvovirus,"Kerala, India",26.5,86.0,343.6,32.5,0.18,Vomiting,Skin Allergy,2025-10-23,Adjust diet: increase protein
5312,Hamster,Syrian,7.3,F,3.3,Medium,Mixed Diet,553.0,25.7,17.8,Feline Upper Resp Infection,"Gujarat, India",23.0,34.3,58.9,85.1,0.34,Sneezing,Ear Infection,2025-10-02,Hydration therapy
5313,Dog,Pug,14.8,F,36.4,Medium,Mixed Diet,1046.0,26.2,15.8,None,"Kerala, India",31.0,83.0,269.0,38.0,0.22,Vomiting,None,2025-10-17,Routine Checkup
5314,Dog,Pug,5.1,M,38.3,High,Dry + Wet Mix,1711.0,27.0,12.7,Ear Infection,"Kerala, India",28.8,76.8,287.0,45.5,0.38,Sneezing,None,2025-10-12,Routine Checkup
5315,Rabbit,Holland Lop,10.5,F,7.2,Low,Mixed Diet,1399.0,25.9,11.2,None,"Kerala, India",25.8,76.5,220.5,52.1,0.4,None,None,2025-10-12,Routine Checkup
5316,Bird,Canary,14.5,F,3.7,High,Dry + Wet Mix,442.0,25.2,13.0,None,"Maharashtra, India",29.5,65.5,120.9,70.1,0.2,Limping,None,2025-10-20,Routine Checkup
5317,Hamster,Syrian,8.9,M,9.1,Low,Raw + Veg Mix,2040.0,23.5,11.7,Arthritis,"Maharashtra, India",23.4,43.0,146.1,94.3,0.34,Lethargy,None,2025-10-09,Routine Checkup
5318,Dog,Labrador,4.0,F,19.2,High,Mixed Diet,1259.0,25.4,11.9,None,"Gujarat, India",26.0,40.2,19.1,116.0,0.34,Coughing,Ear Infection,2025-09-24,Provide joint supplements
5319,Bird,Parakeet,7.8,F,6.4,Low,Homemade Cooked,771.0,29.6,14.5,None,"Gujarat, India",37.8,42.8,148.1,136.9,0.32,Watery Eyes,None,2025-10-10,Routine Checkup
5320,Hamster,Syrian,10.3,M,9.0,High,Dry + Wet Mix,761.0,27.7,19.2,Ear Infection,"Tamil Nadu, India",28.3,62.3,165.3,77.9,0.39,None,None,2025-09-26,Routine Checkup
5321,Dog,Pug,12.2,M,27.6,Low,Raw + Veg Mix,1270.0,31.7,14.4,Ear Infection,"Maharashtra, India",31.0,57.7,112.9,75.7,0.27,None,None,2025-09-30,Routine Checkup
5322,Rabbit,Holland Lop,5.7,M,9.3,Medium,Dry + Wet Mix,2154.0,22.4,11.2,Ear Infection,"Maharashtra, India",28.9,51.1,224.5,64.7,0.18,None,None,2025-09-26,Routine Checkup
5323,Bird,Parakeet,13.5,M,5.4,Medium,Mixed Diet,2196.0,32.1,12.6,Ear Infection,"Gujarat, India",27.9,40.6,103.8,128.2,0.43,None,None,2025-10-11,Routine Checkup
5324,Rabbit,Holland Lop,3.5,F,8.5,High,Commercial Kibble,1432.0,22.8,10.1,Parvovirus,"Delhi, India",29.3,50.3,93.3,307.2,0.5,Lethargy,None,2025-10-11,Routine Checkup
5325,Cat,Bengal,14.5,F,3.2,Low,Commercial Kibble,867.0,23.1,16.8,Arthritis,"Tamil Nadu, India",29.3,66.0,150.5,70.3,0.26,Vomiting,None,2025-10-03,Routine Checkup
5326,Bird,Canary,1.5,F,10.1,Medium,Mixed Diet,1150.0,20.3,11.4,Ear Infection,"Tamil Nadu, India",32.4,60.5,121.0,67.1,0.18,Lethargy,None,2025-09-27,Routine Checkup
5327,Dog,Labrador,14.9,M,35.7,Medium,Raw + Veg Mix,1103.0,30.4,18.8,Feline Upper Resp Infection,"Maharashtra, India",29.4,51.3,233.8,109.4,0.36,None,None,2025-10-22,Routine Checkup
5328,Cat,Maine Coon,2.6,M,10.8,High,Raw + Veg Mix,877.0,25.4,19.1,Arthritis,"Tamil Nadu, India",33.8,71.7,131.2,40.1,0.27,None,None,2025-09-29,Routine Checkup
5329,Bird,Canary,10.2,M,4.6,Medium,Raw + Veg Mix,2178.0,25.0,17.6,Skin Allergy,"Delhi, India",16.9,55.3,72.4,191.5,0.42,Vomiting,None,2025-10-04,Routine Checkup
5330,Dog,Beagle,6.4,M,21.0,Low,Homemade Cooked,1182.0,24.1,19.8,Arthritis,"Gujarat, India",36.0,46.3,26.3,103.3,0.31,None,None,2025-10-11,Routine Checkup
5331,Rabbit,Holland Lop,3.2,F,6.3,Low,Homemade Cooked,928.0,29.1,18.8,Feline Upper Resp Infection,"Kerala, India",25.6,80.3,367.2,51.0,0.19,Sneezing,Respiratory Infection,2025-10-22,Hydration therapy
5332,Rabbit,Netherland Dwarf,3.5,F,6.4,Low,Homemade Cooked,1305.0,25.4,19.7,Ear Infection,"Maharashtra, India",33.2,47.4,118.8,119.7,0.25,None,None,2025-10-11,Routine Checkup
5333,Cat,Siamese,9.7,F,6.4,Medium,Mixed Diet,1078.0,28.1,15.2,None,"Delhi, India",29.4,54.3,86.8,210.1,0.49,None,None,2025-10-12,Routine Checkup
5334,Hamster,Syrian,10.6,M,11.4,Medium,Homemade Cooked,857.0,31.6,15.8,None,"Kerala, India",26.6,83.8,163.3,53.1,0.42,None,None,2025-10-20,Routine Checkup
5335,Cat,Maine Coon,7.4,F,5.3,Medium,Dry + Wet Mix,1738.0,22.4,13.8,None,"Maharashtra, India",29.9,56.6,71.1,95.5,0.23,Lethargy,Arthritis,2025-10-22,Administer antibiotics
5336,Cat,Persian,9.4,F,10.2,Medium,Raw + Veg Mix,336.0,22.6,15.5,Ear Infection,"Gujarat, India",29.2,59.0,93.7,95.0,0.44,None,None,2025-10-23,Routine Checkup
5337,Rabbit,Holland Lop,6.9,F,11.5,Low,Raw + Veg Mix,377.0,27.6,16.2,Ear Infection,"Gujarat, India",36.7,45.0,120.3,135.4,0.43,Watery Eyes,None,2025-10-15,Routine Checkup
5338,Cat,British Shorthair,2.7,M,9.9,High,Raw + Veg Mix,2134.0,29.1,13.0,None,"Gujarat, India",24.2,32.4,66.6,130.9,0.22,Watery Eyes,None,2025-10-05,Routine Checkup
5339,Bird,Canary,10.4,M,7.7,Low,Commercial Kibble,301.0,20.9,15.5,Arthritis,"Tamil Nadu, India",31.6,73.5,130.1,70.0,0.24,Vomiting,None,2025-10-01,Routine Checkup
5340,Dog,German Shepherd,3.7,M,37.3,Low,Commercial Kibble,1008.0,23.7,10.9,Respiratory Infection,"Kerala, India",29.9,87.3,303.2,41.6,0.22,None,None,2025-10-17,Routine Checkup
5341,Hamster,Syrian,13.8,F,2.3,High,Mixed Diet,1193.0,26.1,11.4,Skin Allergy,"Kerala, India",26.0,76.5,387.4,38.7,0.23,None,None,2025-10-23,Routine Checkup
5342,Cat,Siamese,0.5,F,2.3,High,Dry + Wet Mix,770.0,34.3,15.6,None,"Maharashtra, India",22.9,41.9,238.6,67.8,0.22,None,None,2025-09-25,Routine Checkup
5343,Dog,Pug,9.4,M,32.2,Medium,Raw + Veg Mix,325.0,34.9,13.8,Parvovirus,"Delhi, India",31.6,38.4,29.6,217.0,0.35,None,None,2025-10-20,Routine Checkup
5344,Hamster,Syrian,10.7,M,10.8,Medium,Commercial Kibble,866.0,32.4,14.3,None,"Gujarat, India",23.6,53.5,147.9,125.4,0.27,None,None,2025-10-09,Routine Checkup
5345,Dog,Labrador,10.0,F,5.2,Medium,Raw + Veg Mix,1815.0,26.4,15.1,Parvovirus,"Maharashtra, India",27.7,42.0,190.5,94.6,0.21,Vomiting,Parvovirus,2025-10-17,Provide joint supplements
5346,Bird,Cockatiel,4.0,M,8.2,Low,Commercial Kibble,1753.0,25.8,16.8,None,"Maharashtra, India",30.6,51.9,165.5,109.5,0.32,Vomiting,None,2025-10-15,Routine Checkup
5347,Hamster,Syrian,8.6,F,2.1,High,Mixed Diet,1719.0,21.2,11.3,Parvovirus,"Gujarat, India",28.9,58.6,35.5,81.6,0.39,Lethargy,None,2025-09-24,Routine Checkup
5348,Dog,Beagle,2.9,F,25.0,Low,Mixed Diet,833.0,26.2,16.5,None,"Gujarat, India",31.7,32.9,27.6,88.5,0.22,Sneezing,None,2025-10-05,Routine Checkup
5349,Dog,Beagle,7.1,F,23.5,High,Mixed Diet,1207.0,25.1,10.6,Ear Infection,"Tamil Nadu, India",24.9,76.9,174.3,68.1,0.35,None,None,2025-10-10,Routine Checkup
5350,Dog,Beagle,6.6,M,14.0,High,Dry + Wet Mix,394.0,21.6,11.5,None,"Tamil Nadu, India",31.9,63.3,136.8,84.5,0.41,None,None,2025-10-05,Routine Checkup
5351,Dog,German Shepherd,9.6,F,19.3,High,Commercial Kibble,976.0,31.3,17.9,None,"Gujarat, India",34.5,55.9,14.0,124.0,0.4,None,None,2025-09-23,Routine Checkup
5352,Rabbit,Netherland Dwarf,7.6,M,6.2,Medium,Homemade Cooked,1806.0,24.7,18.5,Arthritis,"Tamil Nadu, India",30.3,66.5,113.6,81.1,0.44,None,None,2025-10-22,Routine Checkup
5353,Hamster,Syrian,6.7,M,5.5,High,Raw + Veg Mix,970.0,22.3,16.4,None,"Maharashtra, India",25.7,45.1,112.2,103.7,0.27,None,None,2025-09-29,Routine Checkup
5354,Hamster,Syrian,11.2,M,5.5,Medium,Raw + Veg Mix,1886.0,29.8,11.3,Arthritis,"Tamil Nadu, India",25.6,63.6,84.1,41.0,0.22,None,None,2025-10-04,Routine Checkup
5355,Rabbit,Holland Lop,4.5,F,6.2,High,Homemade Cooked,1110.0,33.3,18.6,Parvovirus,"Gujarat, India",31.8,44.8,27.9,129.3,0.36,None,None,2025-10-06,Routine Checkup
5356,Cat,Bengal,9.7,F,2.7,Low,Mixed Diet,1767.0,33.1,15.2,None,"Tamil Nadu, India",30.0,65.9,159.4,55.1,0.35,Vomiting,Arthritis,2025-10-02,Adjust diet: increase protein
5357,Bird,Cockatiel,12.3,F,11.0,Medium,Dry + Wet Mix,1176.0,23.7,18.0,Feline Upper Resp Infection,"Gujarat, India",23.2,40.4,51.1,124.0,0.36,None,None,2025-10-21,Routine Checkup
5358,Bird,Canary,3.7,M,9.6,Medium,Commercial Kibble,639.0,27.9,13.8,None,"Kerala, India",25.9,75.3,213.3,45.0,0.32,Sneezing,Respiratory Infection,2025-10-09,Hydration therapy
5359,Hamster,Roborovski,4.2,M,4.6,Low,Commercial Kibble,1103.0,29.6,19.4,None,"Delhi, India",34.2,58.1,34.9,179.2,0.53,Lethargy,Respiratory Infection,2025-09-27,Provide joint supplements
5360,Rabbit,Holland Lop,2.9,F,6.9,High,Raw + Veg Mix,2092.0,30.9,17.3,Feline Upper Resp Infection,"Tamil Nadu, India",25.8,77.1,117.9,43.3,0.19,Watery Eyes,None,2025-10-19,Routine Checkup
5361,Bird,Cockatiel,3.3,M,6.4,Low,Raw + Veg Mix,1254.0,20.7,16.6,None,"Tamil Nadu, India",29.9,75.2,167.7,85.8,0.26,None,None,2025-09-26,Routine Checkup
5362,Cat,British Shorthair,12.7,M,8.9,Low,Dry + Wet Mix,1890.0,23.4,19.3,None,"Gujarat, India",28.7,50.3,144.9,105.6,0.39,None,None,2025-10-21,Routine Checkup
5363,Rabbit,Holland Lop,1.6,F,11.6,Medium,Dry + Wet Mix,1425.0,25.0,19.9,Feline Upper Resp Infection,"Tamil Nadu, India",24.9,79.9,144.4,57.5,0.29,None,None,2025-10-07,Routine Checkup
5364,Bird,Cockatiel,8.7,F,10.0,High,Raw + Veg Mix,420.0,33.0,19.7,None,"Gujarat, India",22.9,57.3,16.0,92.0,0.32,None,None,2025-10-08,Routine Checkup
5365,Hamster,Syrian,0.9,F,9.7,High,Raw + Veg Mix,1841.0,28.8,12.9,Parvovirus,"Gujarat, India",34.6,38.5,35.4,135.4,0.3,None,None,2025-09-24,Routine Checkup
5366,Hamster,Roborovski,8.9,M,4.9,Low,Commercial Kibble,871.0,30.1,12.2,None,"Tamil Nadu, India",30.3,79.6,127.8,80.7,0.26,None,None,2025-09-24,Routine Checkup
5367,Bird,Canary,4.8,F,9.2,Low,Mixed Diet,984.0,23.7,11.8,None,"Maharashtra, India",29.4,55.3,57.3,53.2,0.39,None,None,2025-10-19,Routine Checkup
5368,Cat,Persian,11.7,M,11.9,Medium,Homemade Cooked,653.0,29.2,17.3,Feline Upper Resp Infection,"Gujarat, India",27.8,45.5,135.2,108.6,0.31,None,None,2025-09-30,Routine Checkup
5369,Bird,Canary,13.7,M,6.3,Low,Commercial Kibble,1504.0,21.6,16.2,Arthritis,"Gujarat, India",27.2,38.8,126.6,136.1,0.27,Lethargy,None,2025-10-21,Routine Checkup
5370,Bird,Cockatiel,7.2,M,5.3,Medium,Raw + Veg Mix,1508.0,27.7,16.2,None,"Delhi, India",34.4,30.3,75.7,277.0,0.49,None,None,2025-09-24,Routine Checkup
5371,Rabbit,Netherland Dwarf,14.8,F,8.3,Low,Homemade Cooked,777.0,24.3,16.6,Ear Infection,"Tamil Nadu, India",31.0,78.2,132.4,75.4,0.39,None,None,2025-10-14,Routine Checkup
5372,Cat,Siamese,11.2,F,4.6,High,Dry + Wet Mix,802.0,29.9,11.3,None,"Delhi, India",36.5,35.6,65.0,302.2,0.43,Watery Eyes,Respiratory Infection,2025-09-29,Adjust diet: increase protein
5373,Hamster,Syrian,4.9,F,7.6,Medium,Mixed Diet,536.0,30.0,12.4,Feline Upper Resp Infection,"Kerala, India",29.6,71.3,275.0,49.1,0.18,Sneezing,None,2025-09-25,Routine Checkup
5374,Hamster,Roborovski,4.9,F,6.9,High,Mixed Diet,752.0,20.5,13.9,Arthritis,"Gujarat, India",30.6,54.0,17.3,123.5,0.45,Sneezing,None,2025-09-27,Routine Checkup
5375,Hamster,Roborovski,4.6,M,7.5,High,Homemade Cooked,2073.0,25.2,19.0,None,"Tamil Nadu, India",24.8,68.3,192.1,40.4,0.28,Vomiting,Ear Infection,2025-10-12,Provide joint supplements
5376,Bird,Cockatiel,3.3,F,5.9,Low,Dry + Wet Mix,2124.0,34.4,18.0,None,"Gujarat, India",35.2,37.8,48.0,80.8,0.32,None,None,2025-10-21,Routine Checkup
5377,Hamster,Roborovski,11.7,M,8.8,Medium,Homemade Cooked,1737.0,30.5,11.1,None,"Tamil Nadu, India",31.3,64.5,118.8,46.3,0.28,Coughing,None,2025-10-20,Routine Checkup
5378,Bird,Canary,3.7,F,6.5,Low,Commercial Kibble,1521.0,20.1,18.9,None,"Kerala, India",27.0,82.2,220.0,59.3,0.37,None,None,2025-10-14,Routine Checkup
5379,Bird,Cockatiel,8.5,F,7.9,High,Homemade Cooked,427.0,22.7,10.8,None,"Tamil Nadu, India",30.0,61.6,143.2,62.2,0.21,None,None,2025-09-29,Routine Checkup
5380,Cat,Maine Coon,7.7,F,2.1,Medium,Raw + Veg Mix,725.0,35.0,15.3,None,"Delhi, India",37.3,49.9,44.5,188.3,0.47,Vomiting,Arthritis,2025-10-14,Administer antibiotics
5381,Rabbit,Netherland Dwarf,13.9,M,5.6,Medium,Commercial Kibble,2152.0,29.6,13.3,Parvovirus,"Tamil Nadu, India",26.3,61.2,199.5,78.4,0.29,Watery Eyes,Respiratory Infection,2025-09-25,Vet exam and vaccination update
5382,Cat,Maine Coon,11.9,F,2.6,Medium,Mixed Diet,822.0,33.5,18.5,None,"Gujarat, India",36.0,47.1,99.4,137.8,0.36,Sneezing,None,2025-09-23,Routine Checkup
5383,Hamster,Syrian,9.4,M,9.1,Medium,Dry + Wet Mix,1983.0,25.8,16.0,Arthritis,"Delhi, India",15.5,21.8,81.4,225.6,0.49,Coughing,Arthritis,2025-10-02,Provide joint supplements
5384,Hamster,Roborovski,13.8,M,7.4,Low,Mixed Diet,1768.0,32.7,18.4,None,"Delhi, India",18.7,30.1,79.8,262.0,0.56,Lethargy,None,2025-10-05,Routine Checkup
5385,Rabbit,Netherland Dwarf,6.5,F,2.1,Medium,Raw + Veg Mix,1705.0,32.6,15.0,None,"Delhi, India",32.0,23.4,81.0,343.3,0.54,Vomiting,Parvovirus,2025-09-23,Vet exam and vaccination update
5386,Hamster,Syrian,7.8,M,11.1,High,Dry + Wet Mix,1679.0,34.0,17.4,Parvovirus,"Delhi, India",16.3,20.6,90.9,251.2,0.51,None,None,2025-10-10,Routine Checkup
5387,Bird,Cockatiel,8.3,M,6.8,High,Mixed Diet,890.0,29.5,17.4,Ear Infection,"Gujarat, India",35.4,57.8,91.1,109.6,0.23,Vomiting,Skin Allergy,2025-10-02,Adjust diet: increase protein
5388,Hamster,Roborovski,9.3,F,11.1,Medium,Commercial Kibble,1723.0,26.7,15.1,None,"Delhi, India",36.1,58.7,60.3,253.1,0.58,None,None,2025-09-27,Routine Checkup
5389,Cat,Siamese,2.0,F,6.2,Low,Raw + Veg Mix,975.0,30.6,14.1,None,"Maharashtra, India",25.2,60.2,60.6,63.3,0.32,None,None,2025-10-19,Routine Checkup
5390,Hamster,Roborovski,12.4,F,9.5,Low,Homemade Cooked,2085.0,34.4,15.4,None,"Delhi, India",38.9,59.3,92.9,336.7,0.63,None,None,2025-10-08,Routine Checkup
5391,Cat,Maine Coon,13.4,F,11.0,Low,Commercial Kibble,2085.0,32.2,13.1,None,"Maharashtra, India",33.8,64.3,119.2,96.3,0.29,None,None,2025-10-19,Routine Checkup
5392,Bird,Canary,13.1,F,6.3,High,Commercial Kibble,1400.0,23.0,18.9,Arthritis,"Maharashtra, India",28.3,54.2,176.4,61.3,0.31,Vomiting,None,2025-09-29,Routine Checkup
5393,Dog,Golden Retriever,1.8,F,14.6,Medium,Commercial Kibble,1799.0,26.6,14.9,None,"Gujarat, India",37.3,43.8,119.8,70.5,0.28,None,None,2025-10-04,Routine Checkup
5394,Cat,Persian,5.3,F,5.4,Medium,Homemade Cooked,908.0,31.5,13.2,None,"Delhi, India",24.2,56.6,81.5,318.1,0.54,Lethargy,None,2025-09-30,Routine Checkup
5395,Hamster,Roborovski,13.5,F,7.2,Medium,Commercial Kibble,455.0,27.5,14.0,Arthritis,"Maharashtra, India",23.5,42.8,107.9,85.9,0.41,None,None,2025-09-28,Routine Checkup
5396,Bird,Cockatiel,10.7,M,7.4,High,Commercial Kibble,1467.0,32.4,11.5,Arthritis,"Delhi, India",38.5,58.8,42.7,223.9,0.38,Vomiting,None,2025-10-12,Routine Checkup
5397,Dog,Pug,1.9,M,37.1,Low,Dry + Wet Mix,1673.0,30.6,12.0,Feline Upper Resp Infection,"Maharashtra, India",27.4,45.7,119.5,63.7,0.38,Vomiting,None,2025-10-03,Routine Checkup
5398,Rabbit,Holland Lop,2.3,F,5.8,Low,Raw + Veg Mix,1052.0,28.6,13.4,Arthritis,"Tamil Nadu, India",32.7,78.4,176.1,44.9,0.21,None,None,2025-09-23,Routine Checkup
5399,Bird,Cockatiel,5.3,M,10.9,Low,Raw + Veg Mix,1267.0,20.9,13.9,Feline Upper Resp Infection,"Tamil Nadu, India",32.5,62.2,199.0,43.7,0.24,Loss of Appetite,None,2025-09-24,Routine Checkup
5400,Cat,Bengal,5.8,F,5.6,High,Dry + Wet Mix,1438.0,34.3,19.6,Respiratory Infection,"Delhi, India",24.9,23.9,32.7,224.2,0.38,None,None,2025-10-17,Routine Checkup
5401,Cat,Maine Coon,9.3,F,6.0,High,Commercial Kibble,923.0,23.2,14.8,Ear Infection,"Delhi, India",30.0,40.0,36.1,250.8,0.4,None,None,2025-09-28,Routine Checkup
5402,Rabbit,Holland Lop,5.0,M,10.8,Low,Dry + Wet Mix,2162.0,24.5,18.1,None,"Tamil Nadu, India",33.0,63.5,99.7,67.7,0.34,Lethargy,None,2025-10-15,Routine Checkup
5403,Cat,British Shorthair,7.9,M,4.3,Low,Commercial Kibble,1391.0,27.9,11.6,Feline Upper Resp Infection,"Gujarat, India",24.2,39.2,149.5,139.1,0.37,None,None,2025-10-06,Routine Checkup
5404,Bird,Cockatiel,11.7,M,6.4,Low,Commercial Kibble,930.0,26.3,12.8,Arthritis,"Delhi, India",15.6,58.5,59.6,315.1,0.58,Vomiting,Skin Allergy,2025-10-05,Administer antibiotics
5405,Cat,Bengal,10.2,M,11.4,High,Homemade Cooked,1108.0,21.3,11.8,Respiratory Infection,"Gujarat, India",30.0,44.7,98.2,118.5,0.31,None,None,2025-10-03,Routine Checkup
5406,Rabbit,Holland Lop,14.3,F,4.9,Low,Dry + Wet Mix,1911.0,24.4,16.0,Feline Upper Resp Infection,"Maharashtra, India",29.6,63.9,59.1,71.1,0.25,Limping,Parvovirus,2025-10-14,Administer antibiotics
5407,Rabbit,Netherland Dwarf,10.1,M,8.9,Low,Dry + Wet Mix,1174.0,34.7,14.8,None,"Tamil Nadu, India",33.3,74.3,158.6,68.0,0.39,None,None,2025-10-14,Routine Checkup
5408,Dog,Labrador,14.8,F,7.1,Medium,Mixed Diet,1806.0,22.2,19.3,None,"Kerala, India",31.5,87.3,341.7,57.2,0.37,None,None,2025-09-26,Routine Checkup
5409,Rabbit,Netherland Dwarf,14.1,F,3.4,High,Raw + Veg Mix,2200.0,26.4,14.2,None,"Delhi, India",39.0,26.7,15.5,337.0,0.45,None,None,2025-10-21,Routine Checkup
5410,Dog,German Shepherd,9.7,F,30.5,Low,Commercial Kibble,424.0,33.5,16.2,Feline Upper Resp Infection,"Tamil Nadu, India",34.8,65.1,134.1,40.3,0.3,Watery Eyes,None,2025-09-30,Routine Checkup
5411,Bird,Parakeet,0.5,M,10.5,Low,Homemade Cooked,1027.0,34.6,14.0,None,"Kerala, India",29.1,75.2,201.9,43.7,0.33,None,None,2025-10-23,Routine Checkup
5412,Rabbit,Holland Lop,0.9,M,5.9,Medium,Dry + Wet Mix,1073.0,22.3,13.2,None,"Gujarat, India",27.7,35.6,102.9,91.2,0.39,Coughing,None,2025-09-29,Routine Checkup
5413,Dog,German Shepherd,10.2,M,12.3,Medium,Homemade Cooked,1474.0,25.3,13.2,Arthritis,"Kerala, India",31.4,79.5,234.6,50.1,0.37,Limping,None,2025-10-15,Routine Checkup
5414,Rabbit,Netherland Dwarf,13.9,M,4.2,Medium,Dry + Wet Mix,1849.0,23.0,10.8,Arthritis,"Tamil Nadu, India",33.8,60.7,105.1,48.8,0.17,Sneezing,Parvovirus,2025-10-04,Hydration therapy
5415,Hamster,Syrian,11.0,F,6.5,Medium,Commercial Kibble,1036.0,33.3,12.8,Feline Upper Resp Infection,"Kerala, India",30.0,82.1,355.4,51.3,0.27,Vomiting,Ear Infection,2025-10-19,Vet exam and vaccination update
5416,Rabbit,Holland Lop,1.8,F,8.8,Medium,Homemade Cooked,1370.0,23.4,12.2,Feline Upper Resp Infection,"Delhi, India",21.6,38.2,95.7,279.1,0.59,Vomiting,None,2025-10-16,Routine Checkup
5417,Bird,Parakeet,7.1,M,2.9,Medium,Dry + Wet Mix,594.0,20.2,11.1,None,"Maharashtra, India",27.6,43.0,183.8,80.5,0.24,None,None,2025-10-18,Routine Checkup
5418,Hamster,Syrian,10.8,F,6.0,High,Commercial Kibble,1970.0,25.9,17.7,None,"Maharashtra, India",33.3,65.6,136.2,109.1,0.4,Sneezing,None,2025-10-02,Routine Checkup
5419,Hamster,Roborovski,6.5,M,9.4,Low,Dry + Wet Mix,1054.0,22.9,15.2,Arthritis,"Tamil Nadu, India",31.6,68.0,105.5,89.2,0.29,Lethargy,Parvovirus,2025-09-27,Administer antibiotics
5420,Hamster,Roborovski,10.6,F,4.6,Low,Homemade Cooked,1116.0,33.8,13.9,Arthritis,"Delhi, India",20.6,43.4,50.7,349.4,0.47,Limping,Respiratory Infection,2025-10-12,Provide joint supplements
